MD,m_Sigma,m_Lambda,m_Phi,m_G
265.96387663929244,10414.335483065492,198256.65709474188,2.776531035638723E+12,8.259766644658423E+15
643.8002270768479,857.7946108473167,5622.96078644615,2.1832754465636548E+12,2.4480562067979016E+16
536.3388878117119,3167.9541558458795,63075.511913119175,5.41354657490453E+13,1.2528112030199128E+16
880.1663503626429,275.25400365674955,361.89960312282415,1.388537647834471E+7,4.227392983440283E+16
318.40609887264037,5200.4288252564365,18031.93928232656,375941.87873437005,1.1584399459442328E+16
878.0652926771296,5467.763287842125,21967.339786748333,587.3231349275298,9.655177907438442E+15
1146.126339483166,7.72500151140065E+7,1.123216385995275E+9,1.0916107422728302E+15,3.5017151446939025E+15
336.7067822605195,31548.22692951766,8543.369232610961,6216.751843007317,2.6113933060933548E+16
295.95015884335277,125810.0647086313,7.246803490713922E+6,1.2013111557771277E+13,3.391892347579693E+15
1134.3945680047912,81494.7368664359,3.2312675761806923E+6,7.408267752110127E+10,4.4477842059549885E+15
1146.1717813574378,772.053975190878,643.3286528937559,2944.7166327209457,3.284777597897008E+16
159.05813972295536,14411.49558436215,63084.667867071184,9.547093776330498E+12,1.5768237574006288E+16
720.9933644142424,4363.386224620731,37208.260189068154,77368.08361197759,8.160590581401282E+15
446.5251677419911,5.242751685049079E+6,4.883785683599893E+6,155.3551867525868,5.397290483302682E+15
202.88385150892717,46732.668116449655,111343.09354188475,1.299073721861276E+6,9.467586980200068E+15
146.7000501328602,69162.9357501561,32693.440556359725,4120.717842629476,1.484264059813111E+16
223.7019708967497,244514.12939270094,237909.22796459944,8.875765680952771E+10,1.8173447425010532E+16
623.9062469675412,2.2369409110759324E+6,6.582457037187068E+6,1067.0655101529653,4.0099605781572525E+15
939.8887939319843,1.1027584910941555E+8,8.39200412642028E+8,7.579808936800833E+11,3.2594718147231005E+15
684.5973558422351,535.3075722057146,3487.9328887375636,1.173916562239455E+15,3.487219258743971E+16
698.0167710626719,225.61803872564911,188.64949437996177,9.66275236787894E+9,6.924818476870424E+16
424.7378313048976,25522.023780834377,323950.77946430224,6.429374092752987E+9,7.3144353617532E+15
664.4445883248947,255253.17734272822,911352.613455647,3.9540844723250015E+10,1.0919145115114128E+16
257.8101259877881,42287.16707084225,1.4079715563313153E+6,3.467207453084765E+10,4.0980429835759045E+15
823.1925003041393,875759.5995351564,3.85958630387488E+6,48469.98098896302,4.70353404171531E+15
142.8699835432646,9083.651431913764,200170.9188575122,3.2321155098559625E+14,8.633625621055297E+15
116.06852588702742,25102.859171469223,225260.10257201994,5.316648313327048E+13,1.023311091207537E+16
179.6112838127137,278.5281859199356,159.8958407124699,2.1061231891751014E+7,4.984940643944191E+16
553.3865909589268,3.0333838345262385E+6,9.750707255333759E+6,1.6305635776638344E+8,5.878023790874478E+15
108.26561218190575,10544.942989206675,1515.2206183402209,382636.4316535434,4.2289195863578616E+16
133.71029754920684,82631.25250073131,654115.9075934435,2.5927098624763403E+12,8.064474575655556E+15
195.9309573332131,10146.51423971632,1092.654270160512,1603.3454641804583,4.320284136286313E+16
557.663279924655,54691.28544962832,171880.64309977714,1.1484052805192765E+15,2.242228994371294E+16
734.5613730374829,2.041551596412248E+7,1.1067888877919944E+8,7.658474155899769E+7,3.3462092713121355E+15
138.68357840449622,650.7572682002266,352.56112060124184,9.01219859175456E+13,8.06119362682813E+16
1159.4044247734985,43670.64597729989,42500.58375484113,323180.21661951096,1.8903978445535016E+16
402.9036780620825,32123.120287187383,3.1315568713241187E+6,1.6127505316145153E+14,3.8399835117533185E+15
294.36912593540325,446.1118537976358,458.7131634049192,4.3720479506593766E+13,6.854503443357829E+16
152.6205053799413,357.4012538262291,3272.31384671238,2.6765516055315662E+10,1.569629355806391E+16
946.8238465794925,4.22344125848978E+7,2.3034808254458123E+8,5.86393721294924E+11,4.475456799575844E+15
662.7186113528088,273796.10093679035,1.8303008926123674E+6,9.719812945154404E+11,9.008999153007296E+15
1194.995596222199,155677.74717873285,1.590887794094104E+6,7.922844335538392E+7,5.966114723943928E+15
150.48424650356677,1.2582325037837652E+6,503608.8020373123,18785.07114151906,1.064026514518068E+16
576.9589456857965,1832.5863656761794,1447.4014124464422,2.5859382936209404E+12,6.1451382932787784E+16
1113.295107361491,9.287152734708365E+6,8.08801149915331E+6,4587.364420420471,6.804479853513361E+15
512.855227172612,16803.412575807884,159774.31601848596,64682.57423170832,5.788717822399904E+15
184.68751137275723,232422.21888399447,409812.0839417821,1.5568015821778157E+9,1.1142198895582898E+16
263.52172228287156,29654.622457976842,310311.28361781425,6.991504305797143E+7,6.010075949763224E+15
158.89283391595222,774605.6887465854,1.8012898569220765E+6,6.0258602387579E+10,9.015878204241738E+15
284.0995429148954,140.1500791781434,111.84673184089993,7.936097567822424E+6,4.9132584767759816E+16
104.31352883792911,165980.01924083655,680303.913751559,6.02534944824043E+11,9.008336138822868E+15
295.66124896291683,5404.266236675669,594.7489424018023,22305.794214350586,5.673050408863896E+16
529.7963780790797,115.06399629875547,517.7926154196488,89066.9222099088,1.967492138816287E+16
108.84679193923196,22492.87541005914,8291.359241067465,32213.188648816704,2.101007333413649E+16
1150.3068272716368,1272.748854876108,33179.31843441787,8.878561832768488E+12,1.3424099578769724E+16
137.1564587676206,53114.91834842893,326936.4181560095,8.2761377704500885E+9,7.781096820557288E+15
258.0767362255839,4.806004795113679E+6,2.66184600021436E+7,4.916609313953511E+11,5.099593773355528E+15
297.3491800731254,3501.803960695777,302806.9781983631,2.677251683344184E+14,5.727528724325665E+15
512.0799248081036,1.8094004593809918E+7,2.999621626115125E+7,6.223883644126601E+6,5.236510093239382E+15
433.1364834501033,178.42471300705375,138.50523724401097,1.0740276730375056E+14,1.0175828408556245E+17
357.57743504684737,434.2342319299027,869.9486738607667,2.7474339765108818E+10,3.747712685841653E+16
544.0799903277272,6.156679827005853E+6,1.9535016047582548E+7,309334.8502008325,4.038081340089832E+15
117.57656455756891,1104.3513572634654,773.8471993894686,3.86613131992124E+7,3.4275692116395004E+16
352.05840921838757,308.6609483312034,1406.408902399481,4.489576226226131E+11,2.9476134762480736E+16
289.41867741950796,655840.2684913416,1.1615138566834873E+6,6.687776082160668E+12,1.4282900947266718E+16
281.8470898207458,662.3374793415068,172.11979421206877,4.056814606860173E+8,7.820042383760566E+16
226.31323692022232,3.464798175542282E+6,8.072634298642251E+6,1.5280546747172515E+12,8.516553638916746E+15
1013.6006948382686,1.7477483584578403E+6,2.063871986038017E+7,6.221409756314701E+11,5.243599795336976E+15
720.267444346994,8.265194869897646E+7,4.640307825393421E+7,2109.353778455178,5.300549873349125E+15
579.6149952055288,3.5767380773728944E+7,6.0942088422221705E+7,72739.68722888746,3.9104093502706435E+15
951.0764883699301,82851.2409475637,5.024587916324859E+6,2.364220482660631E+9,3.0170125667416465E+15
701.7026298275445,1.4223245581126444E+6,1.4085466957321653E+7,6.3142445573485695E+10,5.066883886932471E+15
143.9980273656053,22565.719117081808,543295.7452554186,8.247245752403833E+10,5.034526543821076E+15
217.70225571616228,428611.4183323508,1.291519547117721E+6,2.859239347327949E+13,1.1909122924373692E+16
711.9805372786124,54610.11035214962,8313.215404302537,167.9325917355282,3.0980368383052932E+16
104.80047951357896,1.9345669033017491E+6,9.026827571926901E+6,2.5566332078042585E+15,7.947462827840906E+15
103.54522411829493,2947.312981658885,9889.166239287497,1.820198934460978E+16,2.9923356687340996E+16
534.0905565288052,15144.157885946126,119722.0481069458,2.95197583364144E+9,1.0168883110726842E+16
136.36912884499463,271998.5048448728,65022.782364669874,917.0419831782658,1.541569316598441E+16
943.5637992185776,136.36087311187904,200.663294595655,2.36061291331737E+14,9.094007279640242E+16
105.5386492987766,6732.067987123061,4174.649161764021,1.149402665366998E+12,4.066766161426362E+16
1048.1458266103102,29708.378719076067,10589.67422453383,620482.8581791219,3.3654293258640788E+16
948.059940661663,1136.536437563756,150.26562096983102,13535.382065595863,7.982457994814029E+16
1172.798168799919,94757.13522616203,265762.00696169096,4.471686332427581E+8,1.3254168176716158E+16
423.95153310737544,106050.21791690173,650166.8137668221,5.332325020199846E+13,1.2085198311775774E+16
384.3231851024182,6579.717146758588,10477.14276715173,7.980291697792916E+7,2.1203259147924708E+16
281.9453937561235,573.3358367110471,389.4998093911609,2.67164311026677E+10,5.899032270180147E+16
540.2389876764956,2168.5638953985267,5455.6659612069125,1.1971065154936756E+10,2.646924011037382E+16
194.1804218172627,575.9469032935608,1691.9884592876413,2.076691946520051E+10,2.6359770556499772E+16
125.70425506856891,12190.04170030133,121630.19469195355,5.210152189205161E+14,1.2199149617189338E+16
143.43568105940588,676.3650920866461,2352.7693630083527,1.0776899477109304E+6,1.4864680923207868E+16
176.37508493644734,4.6061742412704974E+8,1.4936297501249075E+9,1.7153166145772976E+12,3.080235767052842E+15
152.65613138625028,283427.0946070378,4.503208573966404E+6,5.605994932456711E+12,4.893509394409694E+15
792.351444553552,18063.498307591348,800120.6658810148,9.425339613495377E+11,5.664909717479371E+15
338.14549811529855,72563.59532837772,946641.6716164219,2.015426097773632E+7,4.589521845452549E+15
104.11887748668285,3.46580248272729E+6,1.1183591360601079E+7,1.3333255222628383E+14,7.659362842007077E+15
262.69845031353367,6760.818815764742,101495.1736093458,2.9944385076054863E+12,1.0006631231822236E+16
400.88198890045584,3202.3030027507893,1110.958703567745,128646.6057144305,3.9456719011271896E+16
317.4650145703715,2799.421637902922,3634.1459344167106,1.6372413630348825E+11,3.603963327612098E+16
614.7875227313287,9936.167687217208,9741.546728691865,9.074223599402739E+8,3.019094304088992E+16
753.1699141353273,326.76378529336193,199.02703738324962,870518.7781108521,5.2402211419023144E+16
641.9718071083342,40309.99513987664,52015.77304244745,9.639581855855592E+6,1.7367870367683692E+16
301.9603360742227,180720.59734520185,2.276764441761249E+6,2.5055224567763257E+9,4.812573164753298E+15
719.575395760598,190778.9364133577,459854.20136962755,2.5887460399161432E+11,1.5287845007165378E+16
112.08831724274894,473.2794825485606,884.0668406376748,2.685537690977345E+6,2.1462870256764492E+16
494.3613167148565,42152.336499592544,592171.1749828858,2.3746823761976988E+14,1.0165513645242176E+16
259.78594445271466,178815.85648612832,724703.0842170625,7.164150671155994E+15,1.5400844068493042E+16
235.04112512867943,144.72278610729137,220.9558946281843,5.1349306123546E+9,4.4830872446011096E+16
250.02245723708813,803389.5462752016,676525.7379688885,1.169397228982732E+10,1.4999711893790294E+16
105.90255482453672,50350.21140701802,29340.59004472702,6.680307336237703E+9,2.4221723039421676E+16
345.16224824018474,34648.76762527523,1.874701077425208E+6,1.1414351230745363E+13,4.44203896656277E+15
134.4938688789788,404635.53872485575,2.284066959585332E+6,1.6495096692767188E+14,8.721581112015477E+15
511.1461229831564,361700.81093269936,514282.34915195545,359404.6863735729,9.634827649086018E+15
213.5146264239077,193109.63422942284,3.0628167549804947E+6,2.3005446709083974E+7,3.293136919621003E+15
240.68771981386809,1561.9207835536924,8168.945503800324,1.169119112449326E+15,2.735024391239723E+16
406.33351946197627,47333.57152953881,10859.125902136711,1.4593525585699407E+6,3.4347954052494548E+16
558.1217715892222,4661.615800021457,776.2827925823701,1268.2305923229,4.663139031321324E+16
119.45926171828405,320181.6255941695,624226.1725038841,3.149045445535177E+10,1.058871695448925E+16
1176.7824727930179,1.254434803355452E+6,3.569566077759226E+6,1.0919954605703278E+7,7.333393400602667E+15
304.1627098524578,1891.9274367222147,19857.169808589122,1.3783786534323637E+13,1.6159289651574124E+16
222.5988761171243,9771.086732907579,3388.7066741875933,5771.0624592703925,2.610306773791583E+16
636.4394680433186,2.858396090668135E+8,3.234359547332032E+8,324390.4375185928,3.6685021004571265E+15
202.71530891746104,75888.10602819163,5.69402820968668E+6,1.0116326483959761E+14,3.3173648479927805E+15
177.31587706822268,1.8250816830119036E+7,8.124783234241158E+7,6.991797884066197E+10,3.94389595261233E+15
856.5239217856926,142253.48346763971,6.68764793384222E+6,2.4082119605097767E+10,3.389738761608599E+15
146.44361220650612,9.486516724050543E+7,2.4672572643376026E+8,3.9928240833247845E+11,4.0833338129146865E+15
497.0382715213633,183.30518719285288,1782.8256014925669,1.3855019166571664E+11,2.2193400694774356E+16
127.53364098532006,1393.985219521648,863.0762889543636,8.541572168854349E+11,5.39387772435196E+16
393.89552962130443,546486.7116344245,389202.7826883596,2104.580165328039,9.822500702042524E+15
859.7377170073157,2494.482187951879,4543.260810277217,766.3227314210359,1.6468064172539178E+16
792.7713788717627,275199.08681456884,901006.574591169,144.624153504433,5.161878872714399E+15
424.2683660067983,384943.12511761696,1.572274935803247E+6,5.802668773287703E+15,1.452269805307313E+16
224.63130466712113,101879.47742850441,361369.83469028707,6.775405046895364E+6,7.424634317368543E+15
113.28672224743185,218.01501955838614,724.9666060483619,352958.662949116,1.6850374746524636E+16
103.86197537889242,796.2527158352818,807.3729248057662,42266.55159046175,2.218506029690238E+16
337.86205067792173,7148.711719317819,5696.661039568606,6.109769747277789E+9,3.4665284916431224E+16
325.29908028938195,897.7943280003392,705.5798955531089,1.4455330556601612E+7,3.8099761648639304E+16
585.9603101528743,190425.7500103177,5.642819811976401E+6,4.628470019691127E+13,5.231422859919876E+15
667.9002764496295,1.3335246161835985E+6,9.723911494618239E+6,7838.515894024524,3.051731302951756E+15
199.07670361089887,1243.0560296040296,357.8651756198994,355.0726183755821,3.5304107464398588E+16
225.5755479472412,961578.2784163974,4.491805301695462E+6,822.1521292933874,3.0587515029604085E+15
104.4669487120041,240.66313142101782,172.32224003821202,1.0841869234364813E+12,6.566688952823553E+16
576.2482775112311,639487.3549535362,1.038256156930413E+7,1.9615248888728015E+15,6.732445456540729E+15
322.0263471709257,1119.3855381255914,1958.7210466820427,3.562391034753528E+10,3.401988445692711E+16
229.49743205830146,840252.2245242265,157023.23337501253,1295.430261004812,1.5985378371717998E+16
448.198654580208,825.5131264943583,979.646485107143,1.6834430993654513E+8,3.673934647761624E+16
709.4223844133134,1.725136803505365E+6,1.630486114138291E+6,170533.2718827449,9.325674525539504E+15
113.97843199015753,15894.107530588242,37785.05206293051,214.29569735372368,7.168629604393894E+15
218.33727015582122,112934.9781018339,561415.4529367908,1.4543686872865314E+16,1.5020630347551026E+16
188.74957166409368,8.364283514867289E+6,1.7479054533800993E+7,6.295560666798445E+8,5.443933450633654E+15
701.0608022109509,691658.064150554,1.1712162859601516E+6,11866.275581396008,7.246401788862452E+15
537.5962409465785,6743.144205226001,2384.7487209734286,378219.94851531606,3.79142954616435E+16
555.6946324351534,19826.3613417247,105344.94663556674,635.8635499239087,6.297117265079073E+15
353.09402303499144,4.384319477267718E+6,1.0730861745327501E+8,6.83863094574924E+14,3.508948322920163E+15
135.61896774563388,40761.79420514615,122272.8263217536,3.891876010539884E+7,9.300027880848332E+15
281.15995680885766,4.228896494722397E+7,2.2804540806873044E+8,3.0904282604637555E+11,3.5787344439588605E+15
201.30961746150075,236751.59041047387,112811.87165653186,347.20912039046823,1.145100791781181E+16
324.5612234645686,346.81260577415196,1258.0805937659372,9.925042924022825E+6,2.044931570137218E+16
467.6906607631094,9646.252365683653,30380.949773875174,5.2544138965430623E+8,1.580963800466374E+16
1043.1842926542586,2.6484323759833837E+8,4.7143645057448286E+8,305617.06960660755,3.20859859190653E+15
176.35356848432664,492275.6394075347,1.5259554781588123E+6,53283.014235423405,4.794299818818732E+15
456.34698199813363,214146.55456903923,747912.1243400489,2.1530333624045346E+6,7.092937840375039E+15
262.60550540019585,5.5679383050985344E+7,2.585497628076898E+7,2615.9008593770795,5.308832490052867E+15
582.3980877112319,31554.577035587765,943601.3642036645,6.498565241232578E+10,5.338902515096168E+15
715.1285333355597,59775.12547570417,436308.99265095574,213.1620074116467,4.454422845588219E+15
612.440948101015,74035.30796732666,844817.6623769954,3.356103507661124E+7,5.515777567037161E+15
274.64191141360124,1.1146546555031145E+6,2.7594672738602837E+6,4.420139558438412E+12,1.077481660761862E+16
169.76473702529353,380.54460244784843,178.97898194912034,180.06115387563767,3.1849749351806976E+16
1152.8310536334675,359127.5233811915,2.2671494926715964E+6,949225.3514282905,5.459031276138017E+15
374.568336772203,2781.919336890193,9689.056770764835,7.89456920423643E+8,1.812895290894482E+16
536.831789776768,156663.41906840634,1.7781061028677323E+6,7065.327613169221,3.355717135997536E+15
557.4152883816986,225050.92057050831,1.1303906203408055E+6,209.14220072686942,4.1268210696861325E+15
194.39043426142936,1.1693355346457792E+7,8.0772083096662E+6,1.2885094548948295E+7,7.65249940215501E+15
317.9982393617552,706.7318215675392,696.8230670127173,5.652133633071681E+6,3.3912360819434824E+16
950.4981366201935,1813.0186687110313,8546.12581486436,9.0670837038416E+8,1.9658810895639624E+16
765.6537008947212,504456.88043984864,8.139785219578436E+6,1.1001838939858687E+8,3.6738613297199115E+15
531.8862893329908,159977.25418882442,1.1385697900563972E+6,4.968559380773257E+14,1.1937326857306244E+16
109.33482213795708,9.155545699259121E+6,8.093627536077741E+6,2.470148327536646E+6,5.975869606239667E+15
422.41596901834754,2284.5761682749408,187.4382496220061,825.6377321629253,7.015906953164902E+16
515.7444305408895,148891.52045271653,1.7488059855981898E+6,65237.38259261891,3.625353700236176E+15
1013.0339313758939,321118.6875188727,948309.2546000287,19648.065543418656,6.771121716605305E+15
114.49922792948213,152.77906553827899,196.70763440422587,6253.641227222135,2.433164136436832E+16
259.1270678141686,22412.467695984444,172770.0116472193,3.121815549985352E+6,6.427413503078153E+15
276.231916234523,11227.402325731238,7715.668604920084,1.6114831230278488E+7,2.614213941408618E+16
106.56095031512942,18427.332826701015,87707.1105054295,176563.21866402522,6.465647848411616E+15
177.8246095376397,3684.3542636998714,1067.9498201568206,1.7588413982902896E+8,4.975265076384314E+16
279.68983297941486,944.2842838584847,673.6515653584237,4.343238361159384E+12,6.540230274454268E+16
153.780862736875,344940.99588605505,1.1186548371416826E+7,1.6432041734944291E+13,3.471036489167352E+15
102.89312139594742,43060.65286621965,6119.305289334793,5.210400974676019E+6,3.718472688914675E+16
818.288990938083,123537.34424039909,710257.1007791419,3.7935720250852695E+15,1.6215282709678484E+16
543.2709465454388,7280.850247686347,4841.8377601402435,4.741770945882612E+9,4.051762229395394E+16
1032.095848374378,41504.13128155425,43221.404773191396,106.61838954079496,1.2943412094897986E+16
904.4826727932074,595535.0401377155,1.4294279212980792E+6,61097.04483689761,6.970976595070121E+15
1051.6263669322916,1434.8813521664742,3307.222263596338,57304.41540154792,1.9869936773987444E+16
1073.4987053924162,1.0293267361728237E+6,7.267654202963307E+6,2.982040452156563E+9,5.986142342710025E+15
668.0731363184665,6854.085994006348,23218.24722522466,3.201907019175477E+8,1.6775903920348392E+16
189.4334260420301,2.062296494708753E+7,3.341361215020691E+8,1.1863807116068528E+15,3.073115321868486E+15
832.7521437052222,12267.102829127114,549201.601279869,1.4478527559731772E+11,5.605129863458015E+15
272.8646069302925,1.8140711873121705E+7,3.0288494072954282E+7,9.270481849104114E+7,5.255586198991811E+15
1051.4479589793218,5795.762602938481,39950.81052020441,2.7165752059305336E+7,1.1769130164987148E+16
213.13030587628245,11013.244648500875,561814.1338719972,9.423752532640139E+14,6.141819647732378E+15
236.83326814329635,2.1650790087293764E+6,7.838471686825744E+6,24219.42266848527,3.5227156871292455E+15
137.5617748951627,249789.98775177647,1.0645024450351526E+6,1.91151519208936E+11,8.238474660189796E+15
574.7184083184419,2293.387462902641,5696.3927052426425,1.2144760735204196E+9,2.4240375335296496E+16
197.22669417467336,156004.6382618799,487532.84320313344,8.095092299572813E+10,1.0661104179700222E+16
425.1012169419918,229.43406196634308,137.61585063034235,22589.60195001737,4.373220905148669E+16
119.30732148840353,1.710186262542827E+6,1.37140497690316E+6,9.383293035743639E+9,1.1870773757868132E+16
306.7226751510677,3178.817157800403,2495.5721527661894,2.327405381384452E+8,3.4329609565716764E+16
214.03819321204156,846.4560618191667,25997.736466702714,8.295359964463464E+14,1.20833813959871E+16
653.3289110504601,7.738933950033249E+6,2.8150411853399783E+7,1.9105509120599725E+6,4.037783447595572E+15
1130.7260868946732,5.661228255187683E+6,4.0564635345885366E+7,3.9213420194012156E+14,7.372314955830585E+15
194.98817958721912,1.9009420102269023E+6,3.4160972613126854E+6,76486.64579328877,5.189554240563998E+15
380.11980823668796,964.5242150680083,1540.4907662886922,3.9290672942720666E+9,3.423300878625361E+16
1042.9583850673876,711385.8420906034,704095.7462096021,1.4672326628563905E+8,1.4926429412979222E+16
278.7773609071207,213728.04664796445,413109.0556897172,9.048557075229319E+8,1.1299952950696308E+16
101.60405102059555,289.78068473408257,903.8411170443337,2.423091481307721E+10,2.5915868955844764E+16
141.0530767631404,130443.50616624542,1.6272694981089034E+6,1.277106546199212E+9,4.373432235949448E+15
1198.968458445548,11868.0863534712,152343.49889845896,7.098695718153117E+8,8.961968933746315E+15
165.1424806170245,31237.745129617753,75476.59559192686,7.098333293741993E+6,1.0427571006536176E+16
278.9827855320985,4.778305912130145E+6,1.8418742157586087E+7,26537.827260258342,3.086550511263079E+15
933.6014614891403,8555.219051999518,69420.88618871312,161919.15888295727,8.050714269086145E+15
403.3555735900454,25696.892821149104,35785.34602165921,2.1073025772016945E+8,1.89655593802837E+16
455.45481054674264,2.520639056341384E+6,1.2719896213904409E+7,2.472219469647916E+7,4.3298153539703845E+15
170.14091914954136,204577.9007881824,63340.57722873676,3.9062415922360243E+6,2.087651910637994E+16
793.6737057552066,218341.52738844824,5.766985135660893E+6,1.0405314778375454E+9,3.6474143002792615E+15
592.5494028278963,304834.846629692,3.4375636684696083E+6,2.1094547920656778E+15,9.210406112770614E+15
865.491849123474,165429.66952681605,383904.82154203067,25361.00216212986,8.399076683912038E+15
710.717160241703,1082.3286987938802,2585.0922023624116,2.377445765402934E+9,2.984859409038533E+16
1133.6507935719676,13107.685464872406,471918.97161225334,1.829802194707493E+14,8.763476753123308E+15
768.1207059250942,8287.460199866935,157142.83754507097,1.5189651365967705E+15,1.3341890086862374E+16
190.48618850811724,232819.15290213248,470411.8270069256,2.2413434183381357E+12,1.4161317149636768E+16
191.33268548581376,92495.8742341842,226732.16100955263,1.5844532612001905E+9,1.1091718165219936E+16
109.9182623919341,325.91289680110134,7067.237733487993,3.078642381809019E+14,1.4477393343467806E+16
247.53628267012257,2.9174427335814806E+6,544972.2602911257,1919.3017837827877,1.3375369651459484E+16
559.5319287176108,3.565502063374536E+6,8.188784677052497E+6,389.4567606924528,3.9545027691792645E+15
167.9504724907115,1.3144265356260673E+6,145116.58898460126,262.5335006506673,1.7145016552455136E+16
225.2060441973585,932.3765492420179,731.8523797117556,3.2008148967639213E+9,4.462271571957599E+16
415.87554748062144,7884.764909944691,42480.73880506408,5.89252623196305E+6,1.0166655595018474E+16
482.42743604588946,1545.7252524791054,6829.896348831144,224.4835754788389,9.880899891752992E+15
414.64536628486917,1.3038733818695113E+7,6.951496861655013E+7,2.785032498796058E+8,3.4882542842925615E+15
639.9498922041586,108561.21358641541,375411.7688247921,2442.418204714436,6.36662420311826E+15
247.34075469355827,6275.404403492974,6348.275340337255,2.5798499543733112E+14,4.652358527446804E+16
503.00714027917553,29959.3906237724,126964.84623338086,559.7650640585141,6.439516752556116E+15
295.65636919116963,1.3269057377750818E+7,6.654255034031558E+6,200.9472443177767,5.946270934277022E+15
278.21871836144624,112.07459939031658,247.10542669213606,200.55915557210034,1.967012786784231E+16
988.3731316612345,36902.32151109005,146843.59270411867,2.7518696742837353E+10,1.5025069038808464E+16
355.2504078381941,32926.57008085504,59425.482746304944,1.3720987538235033E+10,1.862504759540094E+16
991.8801188867006,5917.04629306767,28592.91276554625,6.890640348415723E+11,2.1167256265228308E+16
131.90167213638162,419.643029822043,576.9921054093481,1.5531839593734777E+7,2.8214509514280772E+16
845.7956360040314,7095.625729995867,5459.972303422401,379.4286444432527,2.0614102903709052E+16
126.49943594204171,214025.23764858663,234089.68611819946,2.9568485654104896E+7,1.1416104382531634E+16
153.5169723062431,1.0999943827096983E+6,4.855409356791801E+6,1.214977128860273E+8,4.738654723575645E+15
434.99032496915675,983498.2699911568,2.1816409540559137E+6,1.2376136939323564E+11,1.0811649842806354E+16
1141.484560755701,2.6518297517544115E+6,1.873998945268127E+6,965698.2217884881,1.1681502509531578E+16
721.750474787469,676890.9603778997,1.3477796720077027E+7,6.49840751402791E+8,3.3577602817920285E+15
130.81180665672682,28916.60500331871,4056.179270822934,196.60343052071676,2.7232410259875948E+16
345.57124424558907,31658.778542405995,773127.9531582939,7.57311227343778E+15,8.800752906849646E+15
141.50593461746118,543383.2068858884,2.7472347964344127E+6,2.665493722358564E+12,7.450958160135623E+15
131.84581721393,5.336201565585846E+6,3.2039457720244557E+7,4.408449394594017E+15,6.288000466119193E+15
356.66239833048724,988.8194514052902,2671.0669987418364,134937.42390735724,1.6901157381071098E+16
314.26563130154625,1575.7132060986578,5699.380140327234,1.1613589274778027E+12,2.573888689020887E+16
195.80601160748728,13211.922617431039,2593.4544108468917,2.3323668721034765E+7,4.564921732166801E+16
420.5168074445443,4761.940125396676,3204.80394238316,1.710684985154394E+7,3.2768859032592596E+16
491.16134547671476,322691.13240600855,120756.67713055384,33246.803152341876,1.7218889554604102E+16
732.6329818307977,3799.554750540691,12635.498004862224,194570.40511133525,1.3933560114413748E+16
212.59440701788577,165643.8224015615,1.6171549427141284E+6,36123.79712902305,3.2880422825289525E+15
408.6194157340761,4351.706257195469,44666.73768637681,1.673536586428882E+12,1.3683183109631746E+16
230.15254517987165,44117.12186998433,3421.8827900765646,310.5201201028768,3.822354479497025E+16
193.5922767590758,9.31952741531351E+6,2.7970938992780168E+7,2.252971314019278E+12,6.300553384504322E+15
437.258019212956,627.1563340007881,238.49577248412896,2.0246493851810195E+7,6.194799191983716E+16
964.3281180665928,1083.51481342568,50818.69074676449,3.1467115196690464E+12,9.56025530730551E+15
272.47734666388595,2.9467840745634055E+6,5.152414802470116E+7,6.355485416292655E+14,4.2353085704517005E+15
185.03081129748898,877.0663072621495,116.03453977947369,2095.5958595783227,5.871293010885892E+16
106.30798786972522,1.754743701545781E+6,591389.8177802323,3.9631327403957904E+6,1.2939028405082164E+16
775.7301253196058,306.36962948330853,3009.1909806436843,2.1366892145737016E+16,3.5917226411594704E+16
282.31564758005726,9.445968479726264E+6,2.056968977305338E+7,2.1481379425466106E+10,6.474130855527956E+15
379.43996792917113,2373.858642022889,739.4574931580242,172.18098742636272,3.29209989319536E+16
286.3614881883755,734.4922161723669,1142.6286950057522,4.047512431334249E+16,6.785521182797921E+16
534.177409464985,572818.4442873037,505337.3550670724,362.23120830970106,8.561339613591826E+15
344.6454653531511,181.14442530037897,567.8754626685807,4.233117209689102E+7,2.6301235163273588E+16
258.12752745960324,4076.998428744477,15515.56176933516,252.06990441873117,8.200750937438629E+15
451.8903905090538,12505.598929703066,109483.38022761141,5.753208061701515E+6,7.480844070492388E+15
656.0632168121534,322.44300064193743,1734.7301919429294,1692.4810749121277,1.3313816132543838E+16
161.2672197083359,116217.29404315812,1.0715915763289323E+6,6.69391638624651E+9,5.681871408986468E+15
203.15531754079876,2385.7718205180986,1078.6868195152704,2082.858929984297,2.729599353920704E+16
491.2841751159734,873468.7901963419,7.591624756838314E+6,4.9002123061817334E+11,6.020754865109441E+15
533.8161288930643,548164.7268037436,4.941773974808154E+6,4.765625418185E+10,5.878555631453679E+15
493.6269097519341,334.12297535632786,12352.480487005987,2.489797865686386E+12,1.1603431198839782E+16
1056.6962657932252,3.084691670193354E+6,1.3856581374285763E+7,1.916146964298634E+10,6.736332769838175E+15
761.8857496085426,203031.97927283132,1.4090206010095822E+7,1.7273305300398102E+15,4.108562156719438E+15
116.75091914882765,5.227723571558549E+6,4.733211107217118E+6,1.219991745236325E+7,7.005233581442276E+15
142.19501822845933,826.0324479529843,2359.7288765570693,5.418418619878413E+15,4.0183537543158456E+16
